job_name,company_add,month,salary_min,salary_max,record,company_name,company_type,scope,tag,welfare
java大数据开发资深工程师,上海,3,20000,40000,本科,众安保险,互联网,1000-9999人,SpringBoot，Redis，大数据，hadoop，flink，clickhouse，olap,员工旅游，餐补，补充医疗保险，节日福利，零食下午茶，通讯补贴，五险一金，带薪年假，年终奖，定期体检，交通补助
JAVA开发工程师（大数据事业部）,珠海,4,13000,20000,本科,远光软件,计算机软件,1000-9999人,Java，大数据,节日福利，年终奖，通讯补贴，带薪年假，职业双通道，意外险，定期体检，餐补，员工旅游，五险一金
java开发（大数据平台方向）,北京,4,15000,28000,本科,玖富,互联网金融,1000-9999人,Redis，SpringBoot，mybatis，kafka，java，大数据平台，用户画像系统,带薪年假，五险一金，节日福利，零食下午茶，定期体检，补充医疗保险，年终奖，免费班车
大数据工程师/Java开发工程师,北京,4,25000,50000,本科,贝壳,互联网,10000人以上,Java，Spring?MVC，大数据平台，实时计算，spark，报表系统,节日福利，股票期权，零食下午茶，包吃，补充医疗保险，住房补贴，餐补，带薪年假，免费班车，加班补助，年终奖，交通补助，五险一金，定期体检
高级JAVA开发工程师（大数据方向）,成都,5,20000,30000,本科,同程艺龙,互联网,1000-9999人,分布式技术，多线程，消息队列，Spring，Oracle，MySQL，Linux,通讯补贴，定期体检，加班补助，带薪年假，年终奖，节日福利，补充医疗保险，五险一金
高级java开发工程师（大数据方向）,武汉,2,10000,15000,本科,立得空间,互联网,500-999人,Java，Hadoop，Linux,定期体检，带薪年假，免费班车，节日福利，年终奖，包吃，加班补助，补充医疗保险，五险一金
高级JAVA工程师（大数据方向）,成都,4,15000,25000,本科,同程智行,互联网,500-999人,分布式技术，多线程，消息队列，Spring，Oracle，MySQL，Linux，大数据,无
java开发工程师（大数据方向）,北京,1,15000,25000,本科,销售易CRM,移动互联网,500-999人,Java，大数据,节日福利，定期体检，员工旅游，年终奖，通讯补贴，五险一金，补充医疗保险，股票期权，带薪年假
Java后端开发（大数据方向）,深圳,12,20000,40000,本科,货拉拉科技,互联网,1000-9999人,Java，大数据,年终奖，节日福利，带薪年假，五险一金，交通补助，零食下午茶，员工旅游
java开发工程师（大数据方向）,广州,3,15000,30000,本科,豌豆思维,在线教育,1000-9999人,Python，微服务架构，Spring，大数据,五险一金，定期体检，节日福利，餐补，员工旅游，加班补助，零食下午茶，美女如云，带薪年假，年终奖，股票期权，交通补助
大数据开发工程师,杭州,3,13000,25000,本科,海康威视武汉研发中心,计算机软件,10000人以上,分布式技术，NoSQL，大数据,交通补助，带薪年假，节日福利，通讯补贴，定期体检，零食下午茶，餐补，年终奖，五险一金，股票期权，补充医疗保险
大数据JAVA开发工程师,北京,12,15000,25000,本科,光大科技,互联网金融,500-999人,Java，SpringBoot，SpringCloud，Mybatis,补充医疗保险，带薪年假，五险一金，定期体检，员工旅游，节日福利，年终奖，交通补助，餐补
本地生活-Java开发专家-大数据,上海,4,25000,50000,本科,饿了么,O2O,10000人以上,分布式技术，多线程，微服务架构，Spring，MySQL，后端开发，架构师,免费班车，补充医疗保险，节日福利，年终奖，通讯补贴，股票期权，零食下午茶，带薪年假，五险一金，交通补助，定期体检，公司团建，员工旅游，包吃，餐补
JAVA开发/架构（集团大数据平台）,北京,1,25000,50000,本科,京东集团,电子商务,10000人以上,Java，Spring，Redis，智能大数据平台，数据中台,员工旅游，股票期权，年终奖，交通补助，定期体检，包吃，餐补，五险一金，零食下午茶，免费班车，带薪年假，补充医疗保险，节日福利
研究院大数据所高级JAVA开发,长沙,5,9000,12000,本科,科创信息,计算机软件,1000-9999人,MySQL，Redis，Oracle，NoSQL，MongoDB，SQL Server，前后端开发,年终奖，补充医疗保险，节日福利，带薪年假，薪酬，餐补，加班补助，员工旅游，交通补助，定期体检，五险一金，通讯补贴
中级JAVA工程师 后端（大数据）,深圳,4,8000,13000,本科,快马鲜生,互联网,500-999人,Spring，Hibernate，MySQL，WEB开发,零食下午茶，交通补助，节日福利，全勤奖，五险一金，带薪年假，员工旅游，年终奖，股票期权
（双休）java开发-大数据方向,北京,4,18000,22000,本科,彩食鲜,新零售,1000-9999人,Shell，分布式技术，多线程，Spring，Dubbo，Redis，MySQL，后端开发,餐补，五险一金，员工旅游，带薪年假，节日福利
java(大数据方向)技术专家,杭州,4,20000,40000,本科,恒生电子,互联网金融,1000-9999人,分布式技术，多线程，SpringBoot，Redis，MySQL，后端开发，大数据，人工智能,双休，员工旅游，节日福利，带薪年假，五险一金，通讯补贴，股票期权，定期体检，年终奖，零食下午茶，交通补助，免费班车，补充医疗保险，餐补
Java大数据开发工程师,长沙,5,12000,20000,本科,北京兴长信达,互联网,1000-9999人,Python，分布式技术，Unix，大数据,定期体检，节日福利，年终奖，全勤奖，员工旅游，带薪年假，零食下午茶，餐补，五险一金
Java大数据开发工程师,佛山,5,20000,40000,本科,美的,其他行业,10000人以上,分布式技术，微服务架构,通讯补贴，重大消息，加班补助，交通补助，游泳池，包吃，全勤奖，餐补，住房补贴，五险一金，零食下午茶，带薪年假，节日福利，股票期权，免费班车，定期体检，入职补贴2k，员工旅游，补充医疗保险，年终奖
JAVA开发工程师--ZZ大数据技术部,北京,5,14000,28000,本科,金锐,银行,1000-9999人,数据结构，Spring，SpringMVC，MySQL，架构师,带薪年假，免费班车，餐补，补充医疗保险，加班补助，年终奖，五险一金，定期体检，交通补助，节日福利
Java开发工程师（金融大数据）,北京,5,14000,23000,本科,汉克时代,互联网,1000-9999人,SSH，Oracle，DB2，后端开发，大数据，金融银行,五险一金，带薪年假，员工旅游，加班补助，节日福利，零食下午茶，定期体检
Java开发工程师(大数据方向）,成都,4,12000,20000,本科,科来,信息安全,500-999人,Java，大数据，spark,员工旅游，定期体检，五险一金，交通补助，补充医疗保险，带薪年假，加班补助，年终奖，节日福利，通讯补贴
大数据开发工程师(侧重Java方向),南京,3,20000,35000,本科,满帮集团,移动互联网,1000-9999人,多线程，Spring，架构师，大数据，JVM，Spark，Flink，Kafka,定期体检，零食下午茶，节日福利，股票期权，员工旅游，五险一金，年终奖
Java开发工程师(大数据实时数仓)(J16408),北京,4,25000,45000,本科,美菜,电子商务,10000人以上,分布式技术，Redis，MySQL，后端开发，架构师，大数据,五险一金
大数据开发工程师 - 供应链自动化,上海,4,25000,50000,本科,coupang,电子商务,1000-9999人,后端开发，Spark，Hadoop，Java,补充公积金，带薪年假，补充医疗保险，年终奖，零食下午茶，定期体检，节日福利，餐补，员工旅游，股票期权，加班补助，带薪假期，五险一金
Java开发工程师（警务大数据）-深圳-01430,深圳,3,18000,28000,本科,任子行,计算机软件,1000-9999人,SQL，SpringBoot，Redis，Oracle，MySQL,五险一金
ESG大数据核心JAVA工程师,南京,2,18000,35000,本科,Wind资讯,计算机软件,1000-9999人,HTML，Python，分布式技术，网络协议，Socket技术，网络编程，Spring，Hibernate,年终奖，餐补，节日福利，股票期权，五险一金，定期体检，带薪年假
资深大数据开发（偏数据挖掘）(J10276),深圳,3,15000,30000,本科,深圳云天励飞,移动互联网,1000-9999人,Python，分布式技术，大数据，安防行业,通讯补贴，住房补贴，补充医疗保险，年终奖，交通补助，节日福利，包吃，股票期权，五险一金，带薪年假，全勤奖，定期体检，员工旅游，零食下午茶，加班补助，餐补
软件工程师（JAVA\大数据）-中高级,北京,5,14000,25000,本科,北京华宇信息,计算机软件,1000-9999人,SQL，多线程，消息队列，Spring，Redis，NoSQL，MongoDB，MySQL,带薪年假，餐补，节日福利，股票期权，补充医疗保险，五险一金，零食下午茶，员工旅游，年终奖
Java开发工程师（平台/大数据/inSuite）,济南,4,8000,13000,本科,浪潮云ERP,计算机软件,1000-9999人,多线程，网络协议，Socket技术，Spring，PostgreSQL,通讯补贴，带薪年假，年终奖，补充医疗保险，交通补助，零食下午茶，节日福利，五险一金，股票期权，定期体检，员工旅游，全勤奖，加班补助
大数据平台开发,北京,4,30000,40000,本科,理想汽车,智能硬件,1000-9999人,分布式技术，MVC开发，Spring，SpringBoot,免费班车，年终奖，补充医疗保险，定期体检，带薪年假，股票期权，交通补助，五险一金
大数据开发工程师,北京,4,20000,40000,本科,北京字节跳动,移动互联网,10000人以上,Spring，后端开发，SQL，JAVA，golang，大数据开发,补充医疗保险，餐补，节日福利，五险一金，加班补助，零食下午茶，带薪年假，通讯补贴，六险一金，交通补助，定期体检，年终奖
java研发工程师-大数据方向 (MJ001366),杭州,3,20000,40000,本科,挖财,互联网,500-999人,分布式技术，后端开发，大数据,定期体检，员工旅游，通讯补贴，年终奖，带薪年假，餐补，五险一金
Java开发工程师（大数据方向） (MJ003355),北京,4,25000,40000,本科,值得买科技,互联网,1000-9999人,SQL，分布式技术，消息队列，Spring，Dubbo，Redis，NoSQL，MySQL,员工旅游，餐补，节日福利，周末双休，每年多次调薪，带薪年假，晋升空间大，零食下午茶，年终奖，六险一金，免费培训，上市公司
高级Java开发工程师（大数据方向）,杭州,12,18000,25000,本科,涂鸦智能,互联网,1000-9999人,分布式技术，Redis，NoSQL，大数据,节日福利，定期体检，五险一金，通讯补贴，带薪年假，每月团建费，股票期权，员工旅游，交通补助，加班补助，年终奖，每年outing
大数据工程师,贵阳,4,10000,15000,本科,蓝思捷实业控股集团,电子商务,100-499人,Python，Shell，分布式技术，Hadoop，Spark，HIVE，Kafka，大数据,带薪年假，补充医疗保险，加班补助，餐补，全勤奖，节日福利，五险一金
Java开发工程师（大数据/golang）,成都,4,11000,20000,本科,NAVER China,互联网,500-999人,Shell，分布式技术，容器技术，Spring，NoSQL，MongoDB,五险一金，补充医疗保险，加班补助，定期体检
java开发工程师（医保大数据产品部）,成都,3,6000,11000,本科,久远银海,计算机软件,1000-9999人,HTML，CSS，多线程，服务器配置，消息队列，Spring，Hibernate，Dubbo,年终奖，员工旅游，全勤奖，定期体检，节日福利，带薪年假，五险一金，餐补，加班补助
大数据BI开发工程师/技术专家,北京,12,25000,50000,本科,高德地图,互联网,1000-9999人,Java，Hadoop，PostgreSQL，数据仓库，SQL，Presto，大数据，BI,餐补，免费班车，定期体检，五险一金，年终奖，节日福利，员工旅游，带薪年假，股票期权，交通补助，补充医疗保险
Salesforce/ 电商微服务/大数据开发,重庆,2,11000,22000,大专,德勤咨询,企业服务,10000人以上,SQL，微服务架构，Spring，MySQL，SpringCloud,五险一金，年终奖，零食下午茶，员工旅游，补充医疗保险，定期体检，加班补助，节日福利，带薪年假
大数据研发工程师,沈阳,4,12000,20000,本科,中寰公司,通信/网络设备,500-999人,数据挖掘，数据采集，Hadoop，大数据,无
大数据及搜索、推荐引擎工程研发专家,杭州,3,21000,40000,本科,阿里巴巴公司,电子商务,10000人以上,搜索引擎技术，大数据，算法基础,股票期权，年终奖，带薪年假，住房补贴，员工旅游，定期体检，补充医疗保险，餐补，五险一金，加班补助
大数据开发工程师,北京,3,20000,21000,本科,百度,互联网,10000人以上,Python，Shell，分布式技术，数据结构，容器技术，架构师，大数据，人工智能,定期体检，老板Nice，团队氛围好，补充医疗保险，餐补，年终奖，通讯补贴，带薪年假，节日福利，免费班车，住房补贴，五险一金，交通补助，员工旅游，零食下午茶
大数据开发-基础平台,杭州,3,20000,21000,本科,有赞,互联网,1000-9999人,大数据，基础组件,免费班车，员工旅游，股票期权，餐补，五险一金，年终奖，定期体检，通讯补贴，交通补助，带薪年假，节日福利，零食下午茶
大数据 Flink 开发,北京,4,25000,50000,本科,闪电快车,互联网,10000人以上,SQL，Java，Shell，Scala，Kafka，HIVE，Hbase，Flink,年终奖，节日福利，五险一金，补充医疗保险，员工旅游，零食下午茶，股票期权，带薪年假
Java大数据开发工程师,广州,3,20000,40000,本科,欢聚集团,移动互联网,1000-9999人,CSS，分布式技术，多线程，服务器配置，微服务架构，网络协议，Socket技术，网络编程,补充医疗保险，餐补，带薪年假，交通补助，节日福利，定期体检，五险一金，员工旅游，年终奖，股票期权
大数据 急招（双休+一档社保）,深圳,4,16000,22000,本科,博彦科技,计算机软件,1000-9999人,Hadoop，Spark，Sqoop，大数据，HIVE,五险一金，年终奖，节日福利，免费班车，带薪年假，定期体检
大数据态势感知研发工程师,北京,7,11000,20000,本科,北京京航航天304所,计算机软件,500-999人,Linux，Java,交通补助，年终奖，餐补，住房补贴，通讯补贴，定期体检，免费班车，五险一金，节日福利
大数据 Java项目经理,武汉,5,9000,10000,本科,武汉爱科,计算机服务,100-499人,SQL，CSS，服务器配置，微服务架构，容器技术，Spring，SpringMVC，Hibernate,五险一金，加班补助，定期体检，年终奖，节日福利，员工旅游，带薪年假
大数据开发工程师,上海,11,16000,30000,本科,上海金大师,互联网金融,1000-9999人,Java,加班补助，带薪年假，定期体检，员工旅游，年终奖，补充医疗保险，零食下午茶，节日福利，五险一金
高级开发工程师 - 大数据,北京,4,20000,40000,本科,Hulu北京,互联网,500-999人,Python，Java，Scala，Spark，Hadoop，Kafka，HIVE，Presto,无
大数据平台开发工程师,深圳,4,20000,40000,本科,乐信集团,移动互联网,1000-9999人,Java，Spark，分布式技术，Hadoop，大数据,补充医疗保险，年终奖，定期体检，带薪年假，节日福利，员工旅游，五险一金，股票期权
大数据开发工程师,贵阳,3,7000,8000,本科,兴华瑞商业管理,物业服务,100-499人,Spark，Hadoop，Storm，Flink，大数据,五险一金
大数据平台高级/研发工程师,深圳,4,20000,40000,本科,顺丰科技,互联网,1000-9999人,分布式技术，网络协议，微服务架构，消息队列，Spring，MySQL，Linux,股票期权，包吃，五险一金，年终奖，员工旅游，餐补，交通补助，加班补助，定期体检，带薪年假，零食下午茶，节日福利，免费班车，通讯补贴
java 开发工程师-大数据方向,北京,4,11000,19000,大专,北京纬创,计算机软件,1000-9999人,SpringBoot，SpringCloud，MySQL，Hadoop，Kafka，Flume，Zookeeper，大数据,零食下午茶，带薪年假，定期体检，节日福利，员工旅游，五险一金
大数据,北京,5,17000,20000,大专,成都迈思创智科技公司,计算机软件,1000-9999人,数据仓库，数据开发，ETL，DBA，Hadoop,节日福利，零食下午茶，通讯补贴，五险一金
大数据,武汉,4,9000,14000,本科,武汉佰钧成技术,计算机软件,1000-9999人,Python，Shell，Spark，Hadoop,节日福利，商业保险，六险一金，员工福利，带薪年假，薪资待遇
java,贵阳,5,7000,12000,本科,神玥软件,计算机软件,1000-9999人,Java,包吃，免费班车，餐补，五险一金，住房补贴，带薪年假，节日福利
大数据工程师,日照,4,15000,20000,本科,月城科技,互联网,1000-9999人,SQL，Python，Shell，Spark，Hadoop，Storm,带薪年假，股票期权，加班补助，年终奖，餐补，补充医疗保险，交通补助，节日福利，全勤奖，免费班车，员工旅游，定期体检，零食下午茶，通讯补贴，五险一金
大数据讲师,北京,5,15000,25000,大专,弘成教育,互联网,1000-9999人,SQL，Java,加班补助，五险一金，年终奖，定期体检，带薪年假，员工旅游，餐补，节日福利
大数据工程师,成都,3,10000,15000,本科,tellhowsoft,计算机软件,500-999人,数据挖掘，DBA，数据分析,员工旅游，交通补助，五险一金，定期体检，餐补，通讯补贴，股票期权，节日福利，带薪年假，私车补贴
大数据开发,济南,5,13000,20000,本科,中电金信,计算机软件,10000人以上,SQL，Python，Spark，Kafka，HDFS，MapReduce，HIVE，华为经验,补充医疗保险，零食下午茶，五险一金，节日福利，带薪年假，定期体检
大数据工程师,昆明,3,12000,18000,本科,腾云,旅游,100-499人,大数据,带薪年假，员工旅游，定期体检，五险一金，节日福利，年终奖，补充医疗保险，全勤奖，交通补助
大数据,济南,4,15000,30000,本科,软通动力,计算机软件,10000人以上,Spark，Hadoop，大数据,零食下午茶，带薪年假，五险一金，团建活动，节日福利，定期体检，加班补助
大数据,深圳,5,16000,20000,本科,上海华腾软件,计算机软件,1000-9999人,Spark，HIVE，Sqoop，Kafka,加班补助，员工旅游，带薪年假，节日福利，零食下午茶，年终奖，五险一金，全勤奖，交通补助，定期体检
大数据,北京,5,13000,20000,大专,柯莱特集团,计算机软件,1000-9999人,Java，Spark，Hadoop，Storm，Zookeeper，Hbase,五险一金，节日福利
大数据,上海,5,14000,23000,大专,法本,计算机软件,10000人以上,SQL，Python，Java，Hadoop，HDFS，MapReduce，Pig，大数据,全勤奖，加班补助，企业文化，员工旅游，定期体检，年终奖，五险一金，带薪年假，节日福利，零食下午茶
大数据,上海,11,13000,25000,本科,中科软,计算机软件,10000人以上,Hadoop，Hbase，HIVE，HDFS，数据开发，数据库开发，数据分析,周末双休，节日福利，团队氛围好，员工旅游，带薪年假，餐补，定期体检，补充医疗保险，年终奖，五险一金
大数据,成都,4,10000,15000,本科,迈思信息,移动互联网,500-999人,Python，Scala，Spark，Hadoop，Kafka，HIVE，Hbase，Flink,零食下午茶，通讯补贴，带薪年假，五险一金，定期体检
Java开发工程师,贵阳,4,8000,13000,大专,先进数通,计算机软件,1000-9999人,Spring，Oracle，MySQL，GIT，Maven，大数据，hadoop,年终奖，通讯补贴，加班补助，定期体检，节日福利，五险一金，餐补
Java开发工程师,贵阳,4,10000,15000,本科,百讯智汇科技公司,互联网,10000人以上,人工智能，大数据,五险一金，加班补助
大数据开发,成都,5,15000,20000,大专,纬创软件,计算机软件,1000-9999人,Spark，Hadoop，HIVE,五险一金，礼金??，节日福利，员工旅游，年终奖，带薪年假，定期体检，加班补助
大数据,郑州,1,8000,13000,本科,宇信科技,计算机软件,1000-9999人,数据仓库，Hadoop，Spark,员工旅游，通讯补贴，五险一金，补充医疗保险，节日福利，股票期权，定期体检，年终奖，免费班车，带薪年假，住房补贴，餐补，加班补助，交通补助
大数据研发工程师,北京,11,25000,45000,本科,微博,互联网,1000-9999人,数据开发，Java，Hadoop，Spark，Flink，Hive，Hbase，Kafka,补充医疗保险，年终奖，定期体检，带薪年假，免费班车，五险一金，节日福利，餐补
高级大数据工程师,北京,3,15000,25000,本科,国双科技,互联网,1000-9999人,Java，Spark，Kafka，Flume，Presto，Flink，大数据，BI,定期体检，节日福利，五险一金，免费班车，员工旅游，补充医疗保险，带薪年假，通讯补贴，餐补，零食下午茶，年终奖
大数据研发工程师,杭州,2,12000,19000,本科,顺丰速运有限公司,物流/仓储,10000人以上,Spark，Hadoop，Kafka，Storm，HDFS，MapReduce，Hbase，Streaming,住房补贴，五险一金，全勤奖，定期体检，加班补助，生日礼物，补充医疗保险，年终奖，节日福利，通讯补贴，员工旅游
大数据工程师,漯河,5,25000,40000,本科,卫龙,批发/零售,1000-9999人,Python，Java，Scala，Spark，Hadoop，Kafka，Storm，HDFS,五险一金，包吃，加班补助，节日福利，通讯补贴
大数据工程师,重庆,5,15000,20000,本科,优税猫,企业服务,500-999人,SQL，Python，Spark，Hadoop，Storm，Flink,零食下午茶，员工旅游，节日福利，年终奖，餐补，五险一金，通讯补贴，带薪年假，定期体检，交通补助
大数据开发,杭州,1,15000,30000,本科,魔筷科技,互联网,500-999人,数据开发，数据库开发，Java，MySQL，分布式技术，大数据,员工旅游，带薪年假，股票期权，五险一金，节日福利，年终奖，定期体检
大数据研发专家,杭州,1,30000,40000,本科,边锋,游戏,1000-9999人,SQL，Python，Java，Spark，Hadoop，Flink，大数据,五险一金，零食下午茶，餐补，年终奖，带薪年假，包吃，员工旅游，住房补贴，补充公积金，补充医疗保险，节日福利，定期体检，交通补助
大数据工程师,南京,4,12000,24000,本科,焦点科技,电子商务,1000-9999人,Java，Spark，Hadoop，Kafka，Storm，Flume，HIVE，Flink,商业险，补充医疗保险，年终奖，定期体检，股票期权，五险一金，包吃，带薪年假，员工旅游，节日福利，零食下午茶，全勤奖
大数据开发,深圳,4,15000,30000,本科,纵腾,互联网,1000-9999人,数据仓库，数据开发，数据挖掘,节日福利，年终奖，全勤奖，零食下午茶，带薪年假，五险一金，加班补助
大数据工程师,哈尔,4,13000,18000,本科,中科软集成服务部,保险,10000人以上,大数据，MR，Hive，HBase，Spark，Sqoop，Kafka，数据库编程,年终奖，餐补，节日福利，加班补助，五险一金，定期体检，带薪年假，员工旅游
大数据开发,杭州,4,20000,40000,本科,玩物得志,电子商务,500-999人,数据分析，数据仓库，数据开发，数据治理，分布式技术，Hadoop，flink,零食下午茶，餐补，五险一金，年终奖，股票期权，节日福利
大数据,深圳,4,15000,22000,本科,金证股份,计算机软件,1000-9999人,数据开发，数据仓库，数据分析，Hive，SparkSQL，Python，大数据,交通补助，带薪年假，员工旅游，股票期权，年终奖，定期体检，节日福利，五险一金，通讯补贴，补充医疗保险，零食下午茶，加班补助
大数据开发,深圳,3,20000,25000,本科,联易融,互联网金融,500-999人,Python，Shell，分布式技术，Hadoop，HIVE，Hbase，Kafka，Flume,零食下午茶，五险一金，定期体检，节日福利，员工旅游，带薪年假，补充医疗保险
大数据工程师,北京,4,15000,25000,本科,联龙博通,移动互联网,1000-9999人,数据仓库，SQL，Java，Scala，Hive，MySQL，SQL Server，分布式技术,带薪年假，加班补助，五险一金，节日福利，餐补，年终奖
大数据工程师,杭州,5,8000,12000,本科,昆山华信,计算机软件,500-999人,Shell，etl，Linux，数仓，大数据，SQL，运维,补充医疗保险，年终奖，带薪年假，住房补贴，五险一金，加班补助，节日福利，定期体检
大数据工程师,杭州,3,11000,20000,本科,宸帆电商,电子商务,1000-9999人,Spark，Hadoop，Kafka，Impala，Flink，大数据,节日福利，加班补助，带薪年假，年终奖，定期体检，零食下午茶，五险一金
大数据开发,杭州,3,8000,13000,大专,合众数据,计算机软件,500-999人,SQL，Java，Spark，Hadoop，Storm，HIVE，Hbase，Flink,定期体检，补充医疗保险，五险一金
大数据开发,深圳,5,13000,17000,本科,德科信息,计算机软件,1000-9999人,SQL，分布式技术，Hadoop，Spark，HIVE，MapReduce，大数据,带薪年假，零食下午茶，周末双休，年终奖，节日福利，五险一金，补充医疗保险，股票期权
大数据工程师,天津,3,9000,14000,本科,天地伟业,计算机软件,1000-9999人,Spark，Hadoop，Kafka，Storm，HDFS，MapReduce，Impala，Flink,通讯补贴，五险一金，带薪年假，节日福利，交通补助，餐补，年终奖
大数据开发工程师,上海,2,20000,40000,本科,上海开策,房地产开发,500-999人,Python，Scala，Spark，Hadoop，Kafka，Hbase，大数据,加班补助，交通补助，包吃，全勤奖，餐补，年终奖，节日福利，员工旅游，通讯补贴，带薪年假，住房补贴，五险一金
大数据开发工程师,上海,12,20000,40000,本科,中通吉网络技术,物流/仓储,1000-9999人,Scala，Java，数据开发，Hive，Hadoop，Spark，HIVE，Kafka,免费班车，带薪年假，节日福利，餐补，员工旅游，五险一金，免费员工住宿，年终奖
大数据实时开发工程师,上海,10,20000,30000,本科,宝尊电商,互联网,1000-9999人,Flink，实时开发，大数据开发,定期体检，加班补助，员工旅游，节日福利，带薪年假，免费班车，餐补，补充医疗保险，年终奖，五险一金，股票期权
大数据开发工程师,成都,4,15000,25000,本科,兴业数金,互联网,1000-9999人,Spark，Kafka，Impala，Oozie，大数据，Hadoop，HDFS，HIVE,免费班车，节日福利，年终奖，补充医疗保险，定期体检，餐补，五险一金，带薪年假
中高资深大数据工程师,济南,3,12000,24000,本科,亚信科技,计算机软件,10000人以上,Java，Shell，Spark，Kafka，HDFS，Flink，大数据,补充医疗保险，带薪年假，免费班车，年终奖，通讯补贴，五险一金，节日福利，定期体检
大数据开发工程师,无锡,4,12000,18000,本科,神州新桥,互联网,1000-9999人,Spark，HIVE，Azkaban，SQL,节日福利，通讯补贴，五险一金，海外游，定期体检，年终奖，带薪年假，餐补，补充医疗保险，员工旅游
大数据开发工程师,广州,8,10000,15000,本科,新德汇,计算机软件,500-999人,ETL，数据库开发，SQL，PostgreSQL，Oracle，Shell，数据仓库，数据治理,交通补助，免费班车，餐补，零食下午茶，带薪年假，定期体检，年终奖，五险一金，节日福利，股票期权，补充医疗保险
大数据资深研发工程师,北京,2,30000,40000,本科,滴滴,移动互联网,1000-9999人,Spark，HDFS，Presto，Java，源码，引擎开发,补充医疗保险，五险一金，定期体检
大数据开发工程师,上海,5,25000,50000,本科,淘宝,移动互联网,1000-9999人,Python，Scala，Spark，Kylin，Flink，大数据，HIVE,员工旅游，餐补，带薪年假，年终奖，五险一金，股票期权，免费班车，定期体检
大数据开发工程师,北京,4,15000,30000,本科,马上消费金融,互联网金融,1000-9999人,Hbase，HIVE，Flink,餐补，股票期权，员工旅游，加班补助，交通补助，五险一金，节日福利，带薪年假，补充医疗保险，定期体检
大数据运维工程师,成都,3,20000,40000,本科,今日头条,移动互联网,10000人以上,大数据,定期体检，餐补，带薪年假，交通补助，零食下午茶，补充医疗保险，通讯补贴，股票期权，六险一金，五险一金，试用期同薪，住房补贴，节日福利，年终奖
大数据开发工程师,武汉,2,13000,23000,本科,观安信息,信息安全,500-999人,SQL，Java，Scala，Spark，Hadoop，HDFS，MapReduce，Hbase,年终奖，零食下午茶，节日福利，员工旅游，通讯补贴，五险一金，带薪年假，定期体检
大数据开发工程师,深圳,3,15000,25000,本科,禾月科技,互联网,500-999人,SQL，Spark，Hadoop，Storm，HDFS，大数据，Kafka，Flume,加班补助，餐补，员工旅游，五险一金，定期体检，节日福利，带薪年假，年终奖
大数据开发工程师,长沙,3,12000,18000,本科,中科云谷,互联网,10000人以上,Python，Java，Spark，Kafka，HIVE，Kylin，FineReport（帆软），BI,年终奖，餐补，五险一金，交通补助，住房补贴，包吃，带薪年假，节日福利，定期体检，免费班车
大数据开发工程师,杭州,11,12000,24000,本科,杭州瑞成信息技术,计算机软件,500-999人,SQL，Java,带薪年假，员工旅游，节日福利，交通补助，餐补，餐饮补贴，交通补贴，五险一金，零食下午茶，定期体检，年终奖
大数据研发工程师,上海,10,20000,40000,本科,永辉大科技,新零售,10000人以上,Python，Hive，数据结构，Spark，HIVE，数据开发，Java，大数据,五险一金
大数据开发工程师,北京,4,30000,60000,本科,茄子快传,互联网,500-999人,SQL，Hadoop，HIVE，Spark，数据挖掘，算法,节日福利，定期体检，餐补，包吃，交通补助，带薪年假，年终奖，零食下午茶，补充医疗保险，五险一金
大数据研发工程师,北京,4,14000,25000,本科,龙盈智达,互联网金融,1000-9999人,Python，Shell，Spark，Kafka，Kylin，Flink,补充医疗保险，加班补助，带薪年假，定期体检，五险一金，节日福利
大数据开发工程师,武汉,4,8000,13000,本科,轮子科技,互联网,1000-9999人,Kafka，SQL，Java,带薪年假，节日福利，包吃，交通补助，住房补贴，餐补，五险一金，定期体检，员工旅游，通讯补贴
大数据开发,南宁,4,10000,15000,大专,恒生保泰,计算机软件,500-999人,SQL，Shell，Spark，Hadoop，大数据，云计算,员工旅游，股票期权，节日福利，通讯补贴，五险一金，零食下午茶，带薪年假，定期体检，年终奖
大数据工程师,上海,5,28000,45000,本科,维信金科,互联网金融,1000-9999人,Spark，Hive,五险一金，员工旅游，零食下午茶，定期体检，年终奖，带薪年假，节日福利
大数据研发工程师,北京,4,20000,35000,本科,赛博科技,信息安全,100-499人,大数据，网络安全、架构，JAVA,年终奖，零食下午茶，五险一金，定期体检，节日福利，餐补，带薪年假，员工旅游，股票期权，交通补助
大数据开发,杭州,5,10000,15000,大专,拓保软件,计算机软件,1000-9999人,SQL，Hadoop，HIVE,加班补助，餐补，年终奖，带薪年假，定期体检，免费班车，节日福利，员工旅游，零食下午茶，全勤奖，五险一金
大数据工程师,哈尔,4,10000,15000,本科,中国联通哈尔滨软研院,计算机软件,500-999人,Spark，Hadoop，HDFS，java，SQL，Hbase，HIVE，Scala,无
大数据开发,杭州,5,11000,13000,大专,易宝软件,互联网,1000-9999人,Hadoop，HIVE，SQL,五险一金，节日福利，零食下午茶，加班补助，带薪年假，补充医疗保险，免费班车，餐补，定期体检，员工旅游
大数据研发工程师,北京,4,13000,18000,本科,北大软件,互联网,500-999人,Kafka，Spark，Hadoop,五险一金，通讯补贴，定期体检，带薪年假，节日福利，餐补，交通补助
大数据研发工程师,杭州,5,20000,40000,本科,同盾科技,互联网,1000-9999人,Spark，Flink，Java，Hadoop，Ambari，Scala，Kerberos，Yarn,五险一金，股票期权，年终奖，加班补助，定期体检，补充医疗保险，带薪年假，节日福利
